Code_Without_Decimal,Title,OPCS_Version
B102,Excision of thyroglossal tract,4.1
B103,Biopsy of lesion of thyroglossal tract,4.1
B104,Incision of thyroglossal cyst,4.1
B108,Other specified operations on thyroglossal tissue,4.1
B109,Unspecified operations on thyroglossal tissue,4.1
B12,Other operations on thyroid gland,4.1
B121,Excision of lesion of thyroid gland,4.1
B122,Biopsy of lesion of thyroid gland,4.1
B123,Incision of lesion of thyroid gland,4.1
B124,Exploration of thyroid gland,4.1
B125,Percutaneous drainage of lesion of thyroid gland,4.1
B128,Other specified other operations on thyroid gland,4.1
B129,Unspecified other operations on thyroid gland,4.1
B14,Excision of parathyroid gland,4.1
B141,Global parathyroidectomy and transposition of parathyroid tissue,4.1
B142,Global parathyroidectomy NEC,4.1
B143,Partial parathyroidectomy and transposition of parathyroid tissue,4.1
B144,Partial parathyroidectomy NEC,4.1
B145,Excision of lesion of parathyroid gland,4.1
B148,Other specified excision of parathyroid gland,4.1
B149,Unspecified excision of parathyroid gland,4.1
B16,Other operations on parathyroid gland,4.1
B161,Modification of transposed parathyroid gland,4.1
B162,Biopsy of lesion of parathyroid gland,4.1
B163,Exploration of parathyroid gland,4.1
B164,Parathyroid washout,4.1
B168,Other specified other operations on parathyroid gland,4.1
B169,Unspecified other operations on parathyroid gland,4.1
B17,Transplantation of thymus gland,4.1
B171,Allotransplantation of thymus gland,4.1
B178,Other specified transplantation of thymus gland,4.1
B179,Unspecified transplantation of thymus gland,4.1
B18,Excision of thymus gland,4.1
B181,Trans-sternal thymectomy,4.1
B182,Transcervical thymectomy,4.1
B188,Other specified excision of thymus gland,4.1
B189,Unspecified excision of thymus gland,4.1
B20,Other operations on thymus gland,4.1
B201,Biopsy of lesion of thymus gland,4.1
B202,Exploration of thymus gland,4.1
B208,Other specified other operations on thymus gland,4.1
B209,Unspecified other operations on thymus gland,4.1
B22,Excision of adrenal gland,4.1
B221,Bilateral adrenalectomy and transposition of adrenal tissue,4.1
B222,Bilateral adrenalectomy NEC,4.1
B223,Unilateral adrenalectomy,4.1
B224,Partial adrenalectomy,4.1
B228,Other specified excision of adrenal gland,4.1
B229,Unspecified excision of adrenal gland,4.1
B23,Operations on aberrant adrenal tissue,4.1
B231,Excision of lesion of aberrant adrenal tissue,4.1
B232,Exploration of aberrant adrenal tissue,4.1
B238,Other specified operations on aberrant adrenal tissue,4.1
B239,Unspecified operations on aberrant adrenal tissue,4.1
B25,Other operations on adrenal gland,4.1
B251,Excision of lesion of adrenal gland,4.1
B252,Biopsy of lesion of adrenal gland NEC,4.1
B253,Embolisation of adrenal gland,4.1
B254,Exploration of adrenal gland,4.1
B258,Other specified other operations on adrenal gland,4.1
B259,Unspecified other operations on adrenal gland,4.1
B27,Total excision of breast,4.1
B271,Total mastectomy and excision of both pectoral muscles and part of chest wall,4.1
B272,Total mastectomy and excision of both pectoral muscles NEC,4.1
B273,Total mastectomy and excision of pectoralis minor muscle,4.1
B274,Total mastectomy NEC,4.1
B275,Subcutaneous mastectomy,4.1
B276,Skin sparing mastectomy,4.1
B278,Other specified total excision of breast,4.1
B279,Unspecified total excision of breast,4.1
B28,Other excision of breast,4.1
B281,Quadrantectomy of breast,4.1
B282,Partial excision of breast NEC,4.1
B283,Excision of lesion of breast NEC,4.1
B284,Re-excision of breast margins,4.1
B285,Wire guided partial excision of breast,4.1
B286,Excision of accessory breast tissue,4.1
B287,Wire guided excision of lesion of breast,4.1
B288,Other specified other excision of breast,4.1
B289,Unspecified other excision of breast,4.1
B29,Reconstruction of breast,4.1
B291,Reconstruction of breast using myocutaneous flap of latissimus dorsi muscle,4.1
B292,Reconstruction of breast using local flap of skin NEC,4.1
B293,Reconstruction of breast using flap of skin of abdomen NEC,4.1
B294,Reconstruction of breast using distant flap of skin NEC,4.1
B295,Revision of reconstruction of breast,4.1
B296,Reconstruction of breast using glandular remodelling,4.1
B297,Reconstruction of breast using dermoglandular flap,4.1
B298,Other specified reconstruction of breast,4.1
B299,Unspecified reconstruction of breast,4.1
B30,Prosthesis for breast,4.1
B301,Insertion of prosthesis for breast NEC,4.1
B302,Revision of prosthesis for breast NEC,4.1
B303,Removal of prosthesis for breast NEC,4.1
B304,Renewal of prosthesis for breast NEC,4.1
B305,Insertion of breast prosthesis into pre-pectoral space,4.1
B306,Renewal of breast prosthesis in pre-pectoral space,4.1
B307,Removal of breast prosthesis from pre-pectoral space,4.1
B308,Other specified prosthesis for breast,4.1
B309,Unspecified prosthesis for breast,4.1
B31,Other plastic operations on breast,4.1
B311,Reduction mammoplasty,4.1
B312,Augmentation mammoplasty,4.1
B313,Mastopexy,4.1
B314,Revision of mammoplasty,4.1
B318,Other specified other plastic operations on breast,4.1
B319,Unspecified other plastic operations on breast,4.1
B32,Biopsy of breast,4.1
B321,Percutaneous biopsy of lesion of breast,4.1
B322,Biopsy of lesion of breast NEC,4.1
B323,Wire guided biopsy of lesion of breast,4.1
B324,Vacuum biopsy of lesion of breast,4.1
B328,Other specified biopsy of breast,4.1
B329,Unspecified biopsy of breast,4.1
B33,Incision of breast,4.1
B331,Drainage of lesion of breast,4.1
B332,Capsulotomy of breast,4.1
B333,Exploration of breast,4.1
B338,Other specified incision of breast,4.1
B339,Unspecified incision of breast,4.1
B34,Operations on duct of breast,4.1
B341,Subareolar excision of mammary duct,4.1
B342,Excision of mammary duct NEC,4.1
B343,Excision of lesion of mammary duct,4.1
B344,Microdochotomy,4.1
B345,Exploration of mammary duct NEC,4.1
B348,Other specified operations on duct of breast,4.1
B349,Unspecified operations on duct of breast,4.1
B35,Operations on nipple and areola,4.1
B351,Transposition of nipple,4.1
B352,Excision of nipple,4.1
B353,Extirpation of lesion of nipple,4.1
B354,Plastic operations on nipple,4.1
B355,Biopsy of lesion of nipple,4.1
B356,Eversion of nipple,4.1
B358,Other specified operations on nipple,4.1
B359,Unspecified operations on nipple,4.1
B36,Reconstruction of nipple and areola,4.1
B361,Reconstruction of nipple,4.1
B362,Nipple sharing using other tissue,4.1
B363,Nipple sharing NEC,4.1
B364,Tattooing of nipple,4.1
B368,Other specified reconstruction of nipple and areola,4.1
B369,Unspecified reconstruction of nipple and areola,4.1
B37,Other operations on breast,4.1
B371,Aspiration of lesion of breast,4.1
B372,Injection into breast,4.1
B373,Extraction of milk from breast,4.1
B374,Capsulectomy of breast NEC,4.1
B375,Lipofilling of breast,4.1
B376,Partial capsulectomy of breast,4.1
B378,Other specified other operations on breast,4.1
B379,Unspecified other operations on breast,4.1
B38,Reconstruction of breast using flap of skin of buttock,4.1
B381,Reconstruction of breast using free superior gluteal artery perforator flap,4.1
B382,Reconstruction of breast using free inferior gluteal artery perforator flap,4.1
B388,Other specified reconstruction of breast using flap of skin of buttock,4.1
B389,Unspecified reconstruction of breast using flap of skin of buttock,4.1
B39,Reconstruction of breast using abdominal flap,4.1
B391,Reconstruction of breast using free transverse rectus abdominis myocutaneous flap,4.1
B392,Reconstruction of breast using pedicled transverse rectus abdominis myocutaneous flap,4.1
B393,Reconstruction of breast using free deep inferior epigastric perforator flap NEC,4.1
B394,Reconstruction of breast using pedicled omental flap,4.1
B395,Reconstruction of breast using free omental flap,4.1
B396,Reconstruction of breast using free superficial inferior epigastric artery flap,4.1
B397,Reconstruction of breast using bipedicled free deep inferior epigastric perforator flap,4.1
B398,Other specified reconstruction of breast using abdominal flap,4.1
B399,Unspecified reconstruction of breast using abdominal flap,4.1
B40,Destruction of lesion of breast,4.1
B401,Interstitial laser destruction of lesion of breast,4.1
B408,Other specified destruction of lesion of breast,4.1
B409,Unspecified destruction of lesion of breast,4.1
B41,Excision of breast,4.1
B411,Radionuclide guided excision of lesion of breast,4.1
B412,Radionuclide guided partial excision of breast,4.1
B418,Other specified excision of breast,4.1
B419,Unspecified excision of breast,4.1
B42,Reconstruction of breast using flap of thigh,4.1
B421,Reconstruction of breast using free myocutaneous gracilis flap,4.1
B422,Reconstruction of breast using free profunda artery perforator flap,4.1
B428,Other specified reconstruction of breast using flap of thigh,4.1
B429,Unspecified reconstruction of breast using flap of thigh,4.1
B43,Other reconstruction of breast,4.1
B431,Reconstruction of breast using free lumbar artery perforator flap,4.1
B438,Other specified other reconstruction of breast,4.1
B439,Unspecified other reconstruction of breast,4.1
B44,Reconstruction of breast using flap of chest wall,4.1
B441,Reconstruction of breast using pedicled intercostal artery perforator flap,4.1
B442,Reconstruction of breast using pedicled thoracodorsal artery perforator flap,4.1
B443,Reconstruction of breast using pedicled thoracic artery perforator flap,4.1
B448,Other specified reconstruction of breast using flap of chest wall,4.1
B449,Unspecified reconstruction of breast using flap of chest wall,4.1
B45,Other prosthesis for breast,4.1
B451,Replacement of sub-pectoral space prosthesis with pre-pectoral space prosthesis,4.1
B452,Replacement of pre-pectoral space prosthesis with sub-pectoral space prosthesis,4.1
B458,Other specified other prosthesis for breast,4.1
B459,Unspecified other prosthesis for breast,4.1
C01,Excision of eye,4.1
C011,Exenteration of orbit,4.1
C012,Enucleation of eye,4.1
C013,Evisceration of eye,4.1
C018,Other specified excision of eye,4.1
C019,Unspecified excision of eye,4.1
C02,Extirpation of lesion of orbit,4.1
C021,Excision of lesion of orbit,4.1
C022,Destruction of lesion of orbit,4.1
C028,Other specified extirpation of lesion of orbit,4.1
C029,Unspecified extirpation of lesion of orbit,4.1
C03,Insertion of prosthesis of eye,4.1
C031,Insertion of prosthetic replacement for orbit,4.1
C032,Insertion of prosthetic replacement for eyeball,4.1
C038,Other specified insertion of prosthesis of eye,4.1
C039,Unspecified insertion of prosthesis of eye,4.1
C04,Attention to prosthesis of eye,4.1
C041,Revision of prosthetic replacement for orbit,4.1
C042,Revision of prosthetic replacement for eyeball,4.1
C043,Removal of prosthetic replacement for orbit,4.1
C044,Removal of prosthetic replacement for eyeball,4.1
C048,Other specified attention to prosthesis of eye,4.1
C049,Unspecified attention to prosthesis of eye,4.1
C05,Plastic repair of orbit,4.1
C051,Reconstruction of cavity of orbit,4.1
C052,Plastic repair of cavity of orbit,4.1
C053,Enlargement of cavity of orbit,4.1
C058,Other specified plastic repair of orbit,4.1
C059,Unspecified plastic repair of orbit,4.1
C06,Incision of orbit,4.1
C061,Biopsy of lesion of orbit,4.1
C062,Drainage of orbit,4.1
C063,Decompression of orbit,4.1
C064,Removal of foreign body from orbit,4.1
C065,Exploration of orbit,4.1
C068,Other specified incision of orbit,4.1
C069,Unspecified incision of orbit,4.1
C08,Other operations on orbit,4.1
C081,Transposition of ligament of orbit,4.1
C082,Open reduction of fracture of orbit,4.1
C083,Removal of fixation from fracture of orbit,4.1
C084,Retrobulbar injection into orbit,4.1
C085,Internal fixation of fracture of orbit,4.1
C088,Other specified other operations on orbit,4.1
C089,Unspecified other operations on orbit,4.1
C09,Replacement of canthal tendon,4.1
C091,Replacement of lateral canthal tendon using tarsal strip,4.1
C092,Replacement of lateral canthal tendon using periosteal strip,4.1
C093,Replacement of medial canthal tendon using periosteal strip,4.1
C098,Other specified replacement of canthal tendon,4.1
C099,Unspecified replacement of canthal tendon,4.1
C10,Operations on eyebrow,4.1
C101,Excision of lesion of eyebrow,4.1
C102,Hair bearing flap to eyebrow,4.1
C103,Hair bearing graft to eyebrow,4.1
C104,Suture of eyebrow,4.1
C105,Incision of lesion of eyebrow,4.1
C106,Biopsy of lesion of eyebrow,4.1
C108,Other specified operations on eyebrow,4.1
C109,Unspecified operations on eyebrow,4.1
C11,Operations on canthus,4.1
C111,Excision of lesion of canthus,4.1
C112,Destruction of lesion of canthus,4.1
C113,Correction of epicanthus,4.1
C114,Correction of telecanthus,4.1
C115,Graft of skin to canthus,4.1
C116,Canthotomy,4.1
C117,Biopsy of lesion of canthus,4.1
C118,Other specified operations on canthus,4.1
C119,Unspecified operations on canthus,4.1
C12,Extirpation of lesion of eyelid,4.1
C121,Excision of lesion of eyelid NEC,4.1
C122,Cauterisation of lesion of eyelid,4.1
C123,Cryotherapy to lesion of eyelid,4.1
C124,Curettage of lesion of eyelid,4.1
C125,Destruction of lesion of eyelid NEC,4.1
C126,Wedge excision of lesion of eyelid,4.1
C128,Other specified extirpation of lesion of eyelid,4.1
C129,Unspecified extirpation of lesion of eyelid,4.1
C13,Excision of redundant skin of eyelid,4.1
C131,Blepharoplasty of both eyelids,4.1
C132,Blepharoplasty of upper eyelid,4.1
C133,Blepharoplasty of lower eyelid,4.1
C134,Blepharoplasty NEC,4.1
C138,Other specified excision of redundant skin of eyelid,4.1
C139,Unspecified excision of redundant skin of eyelid,4.1
C14,Reconstruction of eyelid,4.1
C141,Flap of skin to eyelid,4.1
C142,Graft of skin to eyelid,4.1
C143,Graft of cartilage to eyelid,4.1
C144,Graft of skin and fat to eyelid,4.1
C145,Graft of fascia to eyelid,4.1
C148,Other specified reconstruction of eyelid,4.1
C149,Unspecified reconstruction of eyelid,4.1
C15,Correction of deformity of eyelid,4.1
C151,Correction of ectropion NEC,4.1
C152,Correction of entropion NEC,4.1
C153,Correction of trichiasis,4.1
C154,Correction of cicatricial ectropion,4.1
C155,Correction of cicatricial entropion,4.1
C158,Other specified correction of deformity of eyelid,4.1
C159,Unspecified correction of deformity of eyelid,4.1
C16,Other plastic repair of eyelid,4.1
C161,Central tarsorrhaphy,4.1
C162,Lateral tarsorrhaphy,4.1
C163,Medial tarsorrhaphy,4.1
C164,Tarsorrhaphy NEC,4.1
C165,Revision of tarsorrhaphy,4.1
C168,Other specified other plastic repair of eyelid,4.1
C169,Unspecified other plastic repair of eyelid,4.1
C17,Other repair of eyelid,4.1
